event_date,event_name,fighter1,fighter2,winner,round_,time,win_method_finish,win_method_type
March 15 2014,UFC 171: Hendricks vs Lawler,Francisco Trevino,Renee Forte,Francisco Trevino,3,5.0,22,8
March 15 2014,UFC 171: Hendricks vs Lawler,Will Campuzano,Justin Scoggins,Justin Scoggins,3,5.0,22,8
March 15 2014,UFC 171: Hendricks vs Lawler,Sean Strickland,Bubba McDaniel,Sean Strickland,1,4.33,32,7
March 15 2014,UFC 171: Hendricks vs Lawler,Daniel Pineda,Rob Whiteford,Rob Whiteford,3,5.0,22,8
March 23 2014,UFC Fight Night: Shogun vs Henderson,Dan Henderson,Mauricio Rua,Dan Henderson,3,1.31,30,2
March 23 2014,UFC Fight Night: Shogun vs Henderson,Cezar Ferreira,CB Dollaway,CB Dollaway,1,0.39,30,2
March 23 2014,UFC Fight Night: Shogun vs Henderson,Leonardo Santos,Norman Parke,Leonardo Santos,3,5.0,22,3
March 23 2014,UFC Fight Night: Shogun vs Henderson,Gian Villante,Fabio Maldonado,Fabio Maldonado,3,5.0,22,8
March 23 2014,UFC Fight Night: Shogun vs Henderson,Michel Prazeres,Mairbek Taisumov,Michel Prazeres,3,5.0,22,8
March 23 2014,UFC Fight Night: Shogun vs Henderson,Steven Siler,Rony Jason,Rony Jason,1,1.17,30,2
March 23 2014,UFC Fight Night: Shogun vs Henderson,Thiago Santos,Ronny Markes,Thiago Santos,1,0.53,16,2
March 23 2014,UFC Fight Night: Shogun vs Henderson,Scott Jorgensen,Jussier Formiga,Jussier Formiga,1,3.07,32,7
March 23 2014,UFC Fight Night: Shogun vs Henderson,Kenny Robertson,Thiago Perpetuo,Kenny Robertson,1,1.45,32,7
March 23 2014,UFC Fight Night: Shogun vs Henderson,Francimar Barroso,Hans Stringer,Hans Stringer,3,5.0,22,6
March 23 2014,UFC Fight Night: Shogun vs Henderson,Godofredo Pepey,Noad Lahat,Godofredo Pepey,1,2.39,7,2
April 11 2014,UFC Fight Night: Minotauro vs Nelson,Minotauro Nogueira,Roy Nelson,Roy Nelson,1,3.37,30,2
April 11 2014,UFC Fight Night: Minotauro vs Nelson,Clay Guida,Tatsuya Kawajiri,Clay Guida,3,5.0,22,8
April 11 2014,UFC Fight Night: Minotauro vs Nelson,John Howard,Ryan LaFlare,Ryan LaFlare,3,5.0,22,8
April 11 2014,UFC Fight Night: Minotauro vs Nelson,Ramsey Nijem,Beneil Dariush,Ramsey Nijem,1,4.2,31,2
April 11 2014,UFC Fight Night: Minotauro vs Nelson,Daniel Omielanczuk,Jared Rosholt,Jared Rosholt,3,5.0,22,8
April 11 2014,UFC Fight Night: Minotauro vs Nelson,Thales Leites,Trevor Smith,Thales Leites,1,0.45,30,2
April 11 2014,UFC Fight Night: Minotauro vs Nelson,Alan Omer,Jim Alers,Jim Alers,3,5.0,22,6
April 11 2014,UFC Fight Night: Minotauro vs Nelson,Rani Yahya,Johnny Bedford,Rani Yahya,1,0.39,22,0
April 16 2014,UFC Fight Night: Bisping vs Kennedy,Michael Bisping,Tim Kennedy,Tim Kennedy,5,5.0,22,8
April 16 2014,UFC Fight Night: Bisping vs Kennedy,Patrick Cote,Kyle Noke,Patrick Cote,3,5.0,22,8
April 16 2014,UFC Fight Night: Bisping vs Kennedy,Sheldon Westcott,Elias Theodorou,Elias Theodorou,2,4.41,6,2
April 16 2014,UFC Fight Night: Bisping vs Kennedy,Chad Laprise,Olivier Aubin-Mercier,Chad Laprise,3,5.0,22,6
April 16 2014,UFC Fight Night: Bisping vs Kennedy,Akira Corassani,Dustin Poirier,Dustin Poirier,2,0.42,30,2
April 16 2014,UFC Fight Night: Bisping vs Kennedy,KJ Noons,Sam Stout,KJ Noons,1,0.3,30,2
April 16 2014,UFC Fight Night: Bisping vs Kennedy,Leslie Smith,Sarah Kaufman,Sarah Kaufman,3,5.0,22,8
April 16 2014,UFC Fight Night: Bisping vs Kennedy,Ryan Jimmo,Sean O'Connell,Ryan Jimmo,1,4.27,30,2
April 16 2014,UFC Fight Night: Bisping vs Kennedy,Dustin Kimura,George Roop,George Roop,3,5.0,22,8
April 16 2014,UFC Fight Night: Bisping vs Kennedy,Mark Bocek,Mike de la Torre,Mark Bocek,3,5.0,22,6
April 16 2014,UFC Fight Night: Bisping vs Kennedy,Vik Grujic,Nordine Taleb,Nordine Taleb,3,5.0,22,8
April 16 2014,UFC Fight Night: Bisping vs Kennedy,Richard Walsh,Chris Indich,Richard Walsh,3,5.0,22,8
April 16 2014,UFC Fight Night: Bisping vs Kennedy,Tim Gorman,Mitch Gagnon,Mitch Gagnon,3,5.0,22,8
April 19 2014,UFC on Fox: Werdum vs Browne,Fabricio Werdum,Travis Browne,Fabricio Werdum,5,5.0,22,8
April 19 2014,UFC on Fox: Werdum vs Browne,Liz Carmouche,Miesha Tate,Miesha Tate,3,5.0,22,8
April 19 2014,UFC on Fox: Werdum vs Browne,Donald Cerrone,Edson Barboza,Donald Cerrone,1,3.15,32,7
April 19 2014,UFC on Fox: Werdum vs Browne,Brad Tavares,Yoel Romero,Yoel Romero,3,5.0,22,8
April 19 2014,UFC on Fox: Werdum vs Browne,Khabib Nurmagomedov,Rafael Dos Anjos,Khabib Nurmagomedov,3,5.0,22,8
April 19 2014,UFC on Fox: Werdum vs Browne,Seth Baczynski,Thiago Alves,Thiago Alves,3,5.0,22,8
April 19 2014,UFC on Fox: Werdum vs Browne,Jorge Masvidal,Pat Healy,Jorge Masvidal,3,5.0,22,8
April 19 2014,UFC on Fox: Werdum vs Browne,Estevan Payan,Alex White,Alex White,1,1.28,30,2
April 19 2014,UFC on Fox: Werdum vs Browne,Caio Magalhaes,Luke Zachrich,Caio Magalhaes,1,0.44,30,2
April 19 2014,UFC on Fox: Werdum vs Browne,Hernani Perpetuo,Jordan Mein,Jordan Mein,3,5.0,22,6
April 19 2014,UFC on Fox: Werdum vs Browne,Dustin Ortiz,Ray Borg,Dustin Ortiz,3,5.0,22,6
April 19 2014,UFC on Fox: Werdum vs Browne,Chas Skelly,Mirsad Bektic,Mirsad Bektic,3,5.0,22,3
April 19 2014,UFC on Fox: Werdum vs Browne,Derrick Lewis,Jack May,Derrick Lewis,1,4.23,31,2
April 26 2014,UFC 172: Jones vs Teixeira,Glover Teixeira,Jon Jones,Jon Jones,5,5.0,22,8
April 26 2014,UFC 172: Jones vs Teixeira,Anthony Johnson,Phil Davis,Anthony Johnson,3,5.0,22,8
April 26 2014,UFC 172: Jones vs Teixeira,Tim Boetsch,Luke Rockhold,Luke Rockhold,1,2.08,18,7
April 26 2014,UFC 172: Jones vs Teixeira,Jim Miller,Yancy Medeiros,Jim Miller,1,3.18,10,7
April 26 2014,UFC 172: Jones vs Teixeira,Andre Fili,Max Holloway,Max Holloway,3,3.39,10,7
April 26 2014,UFC 172: Jones vs Teixeira,Joseph Benavidez,Tim Elliott,Joseph Benavidez,1,4.08,10,7
April 26 2014,UFC 172: Jones vs Teixeira,Isaac Vallie-Flagg,Takanori Gomi,Takanori Gomi,3,5.0,22,8
April 26 2014,UFC 172: Jones vs Teixeira,Bethe Correia,Jessamyn Duke,Bethe Correia,3,5.0,22,8
April 26 2014,UFC 172: Jones vs Teixeira,Charlie Brenneman,Danny Castillo,Danny Castillo,2,0.21,30,2
April 26 2014,UFC 172: Jones vs Teixeira,Chris Beal,Patrick Williams,Chris Beal,2,1.51,7,2
May 10 2014,UFC Fight Night: Brown vs Silva,Erick Silva,Matt Brown,Matt Brown,3,2.11,31,2
May 10 2014,UFC Fight Night: Brown vs Silva,Costas Philippou,Lorenz Larkin,Costas Philippou,1,3.47,30,2
May 10 2014,UFC Fight Night: Brown vs Silva,Erik Koch,Daron Cruickshank,Daron Cruickshank,1,3.21,16,2
May 10 2014,UFC Fight Night: Brown vs Silva,Neil Magny,Tim Means,Neil Magny,3,5.0,22,8
May 10 2014,UFC Fight Night: Brown vs Silva,Ruan Potts,Soa Palelei,Soa Palelei,1,2.2,30,2
May 10 2014,UFC Fight Night: Brown vs Silva,Chris Cariaso,Louis Smolka,Chris Cariaso,3,5.0,22,6
May 10 2014,UFC Fight Night: Brown vs Silva,Rafael Natal,Ed Herman,Ed Herman,3,5.0,22,8
May 10 2014,UFC Fight Night: Brown vs Silva,Kyoji Horiguchi,Darrell Montague,Kyoji Horiguchi,3,5.0,22,8
May 10 2014,UFC Fight Night: Brown vs Silva,Yan Cabral,Zak Cummings,Zak Cummings,3,5.0,22,8
May 10 2014,UFC Fight Night: Brown vs Silva,Johnny Eduardo,Eddie Wineland,Johnny Eduardo,1,4.37,30,2
May 10 2014,UFC Fight Night: Brown vs Silva,Manvel Gamburyan,Nik Lentz,Nik Lentz,3,5.0,22,8
May 10 2014,UFC Fight Night: Brown vs Silva,Justin Salas,Ben Wall,Justin Salas,1,2.41,30,2
May 10 2014,UFC Fight Night: Brown vs Silva,Anthony Lapsley,Albert Tumenov,Albert Tumenov,1,3.56,30,2
May 24 2014,UFC 173: Barao vs Dillashaw,TJ Dillashaw,Renan Barao,TJ Dillashaw,5,2.26,31,2
May 24 2014,UFC 173: Barao vs Dillashaw,Dan Henderson,Daniel Cormier,Daniel Cormier,3,3.53,32,7
May 24 2014,UFC 173: Barao vs Dillashaw,Robbie Lawler,Jake Ellenberger,Robbie Lawler,3,3.06,19,2
May 24 2014,UFC 173: Barao vs Dillashaw,Francisco Rivera,Takeya Mizugaki,Takeya Mizugaki,3,5.0,22,8
May 24 2014,UFC 173: Barao vs Dillashaw,James Krause,Jamie Varner,James Krause,1,5.0,22,2
May 24 2014,UFC 173: Barao vs Dillashaw,Francisco Trinaldo,Michael Chiesa,Michael Chiesa,3,5.0,22,8
May 24 2014,UFC 173: Barao vs Dillashaw,Tony Ferguson,Katsunori Kikuno,Tony Ferguson,1,4.06,30,2
May 24 2014,UFC 173: Barao vs Dillashaw,Chico Camus,Chris Holdsworth,Chris Holdsworth,3,5.0,22,8
May 24 2014,UFC 173: Barao vs Dillashaw,Mitch Clarke,Al Iaquinta,Mitch Clarke,2,0.57,4,7
May 24 2014,UFC 173: Barao vs Dillashaw,Anthony Njokuani,Vinc Pichel,Vinc Pichel,3,5.0,22,8
May 24 2014,UFC 173: Barao vs Dillashaw,Sam Sicilia,Aaron Phillips,Sam Sicilia,3,5.0,22,8
May 24 2014,UFC 173: Barao vs Dillashaw,David Michaud,Jingliang Li,Jingliang Li,3,5.0,22,6
May 31 2014,UFC Fight Night: Munoz vs Mousasi,Gegard Mousasi,Mark Munoz,Gegard Mousasi,1,3.57,32,7
May 31 2014,UFC Fight Night: Munoz vs Mousasi,Francis Carmont,CB Dollaway,CB Dollaway,3,5.0,22,8
May 31 2014,UFC Fight Night: Munoz vs Mousasi,Sean Strickland,Luke Barnatt,Sean Strickland,3,5.0,22,6
May 31 2014,UFC Fight Night: Munoz vs Mousasi,Tom Niinimaki,Niklas Backstrom,Niklas Backstrom,1,4.15,32,7
May 31 2014,UFC Fight Night: Munoz vs Mousasi,Nick Hein,Drew Dober,Nick Hein,3,5.0,22,8
May 31 2014,UFC Fight Night: Munoz vs Mousasi,Krzysztof Jotko,Magnus Cedenblad,Magnus Cedenblad,2,4.59,10,7
May 31 2014,UFC Fight Night: Munoz vs Mousasi,Iuri Alcantara,Vaughan Lee,Iuri Alcantara,1,0.25,30,2
May 31 2014,UFC Fight Night: Munoz vs Mousasi,Pawel Pawlak,Peter Sobotta,Peter Sobotta,3,5.0,22,8
May 31 2014,UFC Fight Night: Munoz vs Mousasi,Maximo Blanco,Andy Ogle,Maximo Blanco,3,5.0,22,8
May 31 2014,UFC Fight Night: Munoz vs Mousasi,Viktor Pesta,Ruslan Magomedov,Ruslan Magomedov,3,5.0,22,8
May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Stipe Miocic,Fabio Maldonado,Stipe Miocic,1,0.35,30,2
May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Vitor Miranda,Antonio Carlos Junior,Antonio Carlos Junior,3,5.0,22,8
May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Warlley Alves,Marcio Alexandre Junior,Warlley Alves,3,0.25,10,7
May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Alexander Yakovlev,Demian Maia,Demian Maia,3,5.0,22,8
May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Robert Peralta,Rony Jason,Robert Peralta,3,5.0,22,6
May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Rodrigo Damm,Rashid Magomedov,Rashid Magomedov,3,5.0,22,8
May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Elias Silverio,Ernest Chavez,Elias Silverio,3,4.21,32,7
May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Paulo Thiago,Gasan Umalatov,Gasan Umalatov,3,5.0,22,8
May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Kevin Souza,Mark Eddiva,Kevin Souza,2,4.52,31,2
May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Wagner Silva,Ricardo Abreu,Ricardo Abreu,2,1.06,32,7
May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Marcos Rogerio de Lima,Richardson Moreira,Marcos Rogerio de Lima,1,0.2,30,2
May 31 2014,TUF Brazil Finale: Miocic vs Maldonado,Matt Hobar,Pedro Munhoz,Pedro Munhoz,1,2.47,31,2
June 07 2014,UFC Fight Night: Henderson vs Khabilov,Benson Henderson,Rustam Khabilov,Benson Henderson,4,1.16,32,7
June 07 2014,UFC Fight Night: Henderson vs Khabilov,Ross Pearson,Diego Sanchez,Diego Sanchez,3,5.0,22,6
June 07 2014,UFC Fight Night: Henderson vs Khabilov,John Dodson,John Moraga,John Dodson,2,5.0,22,2
June 07 2014,UFC Fight Night: Henderson vs Khabilov,Jason High,Rafael Dos Anjos,Rafael Dos Anjos,2,3.36,30,2
June 07 2014,UFC Fight Night: Henderson vs Khabilov,Piotr Hallmann,Yves Edwards,Piotr Hallmann,3,2.31,32,7
June 07 2014,UFC Fight Night: Henderson vs Khabilov,Erik Perez,Bryan Caraway,Bryan Caraway,2,1.52,32,7
June 07 2014,UFC Fight Night: Henderson vs Khabilov,Sergio Pettis,Yaotzin Meza,Sergio Pettis,3,5.0,22,8
June 07 2014,UFC Fight Night: Henderson vs Khabilov,Bobby Voelker,Lance Benoist,Lance Benoist,3,5.0,22,8
June 07 2014,UFC Fight Night: Henderson vs Khabilov,Scott Jorgensen,Danny Martinez,Scott Jorgensen,3,5.0,22,8
June 07 2014,UFC Fight Night: Henderson vs Khabilov,Jake Lindsey,Jon Tuck,Jon Tuck,3,2.47,16,2
June 07 2014,UFC Fight Night: Henderson vs Khabilov,Patrick Cummins,Roger Narvaez,Patrick Cummins,2,2.28,31,2
June 14 2014,UFC 174: Johnson vs Bagautinov,Ali Bagautinov,Demetrious Johnson,Demetrious Johnson,5,5.0,22,8
June 14 2014,UFC 174: Johnson vs Bagautinov,Rory MacDonald,Tyron Woodley,Rory MacDonald,3,5.0,22,8
June 14 2014,UFC 174: Johnson vs Bagautinov,Rafael Feijao,Ryan Bader,Ryan Bader,3,5.0,22,8
June 14 2014,UFC 174: Johnson vs Bagautinov,Andrei Arlovski,Brendan Schaub,Andrei Arlovski,3,5.0,22,6
June 14 2014,UFC 174: Johnson vs Bagautinov,Ryan Jimmo,Ovince Saint Preux,Ovince Saint Preux,2,2.1,22,2
June 14 2014,UFC 174: Johnson vs Bagautinov,Kiichi Kunimoto,Daniel Sarafian,Kiichi Kunimoto,1,2.52,32,7
June 14 2014,UFC 174: Johnson vs Bagautinov,Elizabeth Phillips,Valerie Letourneau,Valerie Letourneau,3,5.0,22,6
June 14 2014,UFC 174: Johnson vs Bagautinov,Yves Jabouin,Mike Easton,Yves Jabouin,3,5.0,22,8
June 14 2014,UFC 174: Johnson vs Bagautinov,Kajan Johnson,Tae Hyun Bang,Tae Hyun Bang,3,2.01,30,2
June 14 2014,UFC 174: Johnson vs Bagautinov,Michinori Tanaka,Roland Delorme,Michinori Tanaka,3,5.0,22,8
June 14 2014,UFC 174: Johnson vs Bagautinov,Josh Shockley,Jason Saggo,Jason Saggo,1,4.57,31,2
June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Nate Marquardt,James Te Huna,Nate Marquardt,1,4.34,3,7
June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Soa Palelei,Jared Rosholt,Jared Rosholt,3,5.0,22,8
June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Charles Oliveira,Hatsu Hioki,Charles Oliveira,2,4.32,0,7
June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Mike Rhodes,Robert Whittaker,Robert Whittaker,3,5.0,22,8
June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Jake Matthews,Dashon Johnson,Jake Matthews,3,3.16,37,7
June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Roldan Sangcha-an,Richie Vaculik,Richie Vaculik,3,5.0,22,8
June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Vik Grujic,Chris Indich,Vik Grujic,1,4.55,30,2
June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Rodrigo de Lima,Neil Magny,Neil Magny,2,2.32,30,2
June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Dan Hooker,Ian Entwistle,Dan Hooker,1,3.34,6,2
June 28 2014,UFC Fight Night: Te Huna vs Marquardt,Sean O'Connell,Gian Villante,Gian Villante,3,5.0,22,6
June 28 2014,UFC Fight Night: Swanson vs Stephens,Cub Swanson,Jeremy Stephens,Cub Swanson,5,5.0,22,8
June 28 2014,UFC Fight Night: Swanson vs Stephens,Nico Musoke,Kelvin Gastelum,Kelvin Gastelum,3,5.0,22,8
June 28 2014,UFC Fight Night: Swanson vs Stephens,Cezar Ferreira,Andrew Craig,Cezar Ferreira,3,5.0,22,8
June 28 2014,UFC Fight Night: Swanson vs Stephens,Hacran Dias,Ricardo Lamas,Ricardo Lamas,3,5.0,22,8
June 28 2014,UFC Fight Night: Swanson vs Stephens,Clint Hester,Antonio Braga Neto,Clint Hester,3,5.0,22,6
June 28 2014,UFC Fight Night: Swanson vs Stephens,James Moontasri,Joe Ellenberger,Joe Ellenberger,3,5.0,22,6
June 28 2014,UFC Fight Night: Swanson vs Stephens,Diego Ferreira,Colton Smith,Diego Ferreira,1,0.38,32,7
June 28 2014,UFC Fight Night: Swanson vs Stephens,Johnny Bedford,Cody Gibson,Cody Gibson,1,0.38,30,2
June 28 2014,UFC Fight Night: Swanson vs Stephens,Marcelo Guimaraes,Andy Enz,Marcelo Guimaraes,3,5.0,22,6
June 28 2014,UFC Fight Night: Swanson vs Stephens,Shane Howell,Ray Borg,Ray Borg,1,2.17,32,7
June 28 2014,UFC Fight Night: Swanson vs Stephens,Aleksei Oleinik,Anthony Hamilton,Aleksei Oleinik,1,2.18,23,7
July 05 2014,UFC 175: Weidman vs Machida,Lyoto Machida,Chris Weidman,Chris Weidman,5,5.0,22,8
July 05 2014,UFC 175: Weidman vs Machida,Ronda Rousey,Alexis Davis,Ronda Rousey,1,0.16,31,2
July 05 2014,UFC 175: Weidman vs Machida,Thiago Santos,Uriah Hall,Uriah Hall,3,5.0,22,8
July 05 2014,UFC 175: Weidman vs Machida,Russell Doane,Marcus Brimage,Russell Doane,3,5.0,22,6
July 05 2014,UFC 175: Weidman vs Machida,Alex Caceres,Urijah Faber,Urijah Faber,3,1.09,32,7
July 05 2014,UFC 175: Weidman vs Machida,Kenny Robertson,Ildemar Alcantara,Kenny Robertson,3,5.0,22,8
July 05 2014,UFC 175: Weidman vs Machida,Chris Camozzi,Bruno Santos,Bruno Santos,3,5.0,22,6
July 05 2014,UFC 175: Weidman vs Machida,Rob Font,George Roop,Rob Font,1,2.19,30,2
July 05 2014,UFC 175: Weidman vs Machida,Guilherme Vasconcelos,Luke Zachrich,Luke Zachrich,3,5.0,22,8
July 05 2014,UFC 175: Weidman vs Machida,Kevin Casey,Bubba Bush,Kevin Casey,1,1.01,6,5
July 06 2014,The Ultimate Fighter 19 Finale,BJ Penn,Frankie Edgar,Frankie Edgar,3,4.16,31,2
July 06 2014,The Ultimate Fighter 19 Finale,Corey Anderson,Matt Van Buren,Corey Anderson,1,1.01,31,2
July 06 2014,The Ultimate Fighter 19 Finale,Dhiego Lima,Eddie Gordon,Eddie Gordon,1,1.11,31,2
July 06 2014,The Ultimate Fighter 19 Finale,Derrick Lewis,Guto Inocente,Derrick Lewis,1,3.3,31,2
July 06 2014,The Ultimate Fighter 19 Finale,Justin Scoggins,Dustin Ortiz,Dustin Ortiz,3,5.0,22,6
July 06 2014,The Ultimate Fighter 19 Finale,Kevin Lee,Jesse Ronson,Kevin Lee,3,5.0,22,6
July 06 2014,The Ultimate Fighter 19 Finale,Jumabieke Tuerxun,Leandro Issa,Leandro Issa,3,3.49,3,7
July 06 2014,The Ultimate Fighter 19 Finale,Adriano Martins,Juan Puig,Adriano Martins,1,2.21,30,2
July 06 2014,The Ultimate Fighter 19 Finale,Daniel Spohn,Patrick Walsh,Patrick Walsh,3,5.0,22,8
July 06 2014,The Ultimate Fighter 19 Finale,Sarah Moras,Alexis Dufresne,Sarah Moras,3,5.0,22,8
July 06 2014,The Ultimate Fighter 19 Finale,Keith Berish,Robert Drysdale,Robert Drysdale,1,2.03,22,5
July 16 2014,UFC Fight Night: Cerrone vs Miller,Donald Cerrone,Jim Miller,Donald Cerrone,2,3.31,16,2
July 16 2014,UFC Fight Night: Cerrone vs Miller,Evan Dunham,Edson Barboza,Edson Barboza,1,3.06,16,2
July 16 2014,UFC Fight Night: Cerrone vs Miller,Rick Story,Leonardo Mafra,Rick Story,2,2.12,2,7
July 16 2014,UFC Fight Night: Cerrone vs Miller,Justin Salas,Joe Proctor,Joe Proctor,2,3.27,30,2
July 16 2014,UFC Fight Night: Cerrone vs Miller,John Lineker,Alptekin Ozkilic,John Lineker,3,4.51,30,2
July 16 2014,UFC Fight Night: Cerrone vs Miller,Alex White,Lucas Martins,Lucas Martins,3,2.08,30,2
July 16 2014,UFC Fight Night: Cerrone vs Miller,Gleison Tibau,Pat Healy,Gleison Tibau,3,5.0,22,8
July 16 2014,UFC Fight Night: Cerrone vs Miller,Jessamyn Duke,Leslie Smith,Leslie Smith,1,2.24,30,2
July 16 2014,UFC Fight Night: Cerrone vs Miller,Aljamain Sterling,Hugo Viana,Aljamain Sterling,3,3.5,31,2
July 16 2014,UFC Fight Night: Cerrone vs Miller,Jerrod Sanders,Yosdenis Cedeno,Yosdenis Cedeno,1,5.0,22,2
July 16 2014,UFC Fight Night: Cerrone vs Miller,Claudia Gadelha,Tina Lahdemaki,Claudia Gadelha,3,5.0,22,8
July 19 2014,UFC Fight Night: McGregor vs Brandao,Diego Brandao,Conor McGregor,Conor McGregor,1,4.05,30,2
July 19 2014,UFC Fight Night: McGregor vs Brandao,Gunnar Nelson,Zak Cummings,Gunnar Nelson,2,4.48,32,7
July 19 2014,UFC Fight Night: McGregor vs Brandao,Brad Pickett,Ian McCall,Ian McCall,3,5.0,22,8
July 19 2014,UFC Fight Night: McGregor vs Brandao,Norman Parke,Naoyuki Kotani,Norman Parke,2,3.41,31,2
July 19 2014,UFC Fight Night: McGregor vs Brandao,Chris Dempsey,Ilir Latifi,Ilir Latifi,1,2.07,30,2
July 19 2014,UFC Fight Night: McGregor vs Brandao,Neil Seery,Phil Harris,Neil Seery,3,5.0,22,8
July 19 2014,UFC Fight Night: McGregor vs Brandao,Mike King,Cathal Pendred,Cathal Pendred,2,3.33,32,7
July 19 2014,UFC Fight Night: McGregor vs Brandao,Trevor Smith,Tor Troeng,Trevor Smith,3,5.0,22,8
July 19 2014,UFC Fight Night: McGregor vs Brandao,Cody Donovan,Nikita Krylov,Nikita Krylov,1,4.57,31,2
July 19 2014,UFC Fight Night: McGregor vs Brandao,Paddy Holohan,Joshua Sampo,Paddy Holohan,1,3.06,32,7
July 26 2014,UFC on Fox: Lawler vs Brown,Matt Brown,Robbie Lawler,Robbie Lawler,5,5.0,22,8
July 26 2014,UFC on Fox: Lawler vs Brown,Anthony Johnson,Rogerio Nogueira,Anthony Johnson,1,0.44,30,2
July 26 2014,UFC on Fox: Lawler vs Brown,Clay Guida,Dennis Bermudez,Dennis Bermudez,2,2.57,32,7
July 26 2014,UFC on Fox: Lawler vs Brown,Bobby Green,Josh Thomson,Bobby Green,3,5.0,22,6
July 26 2014,UFC on Fox: Lawler vs Brown,Daron Cruickshank,Jorge Masvidal,Jorge Masvidal,3,5.0,22,8
July 26 2014,UFC on Fox: Lawler vs Brown,Patrick Cummins,Kyle Kingsbury,Patrick Cummins,3,5.0,22,8
July 26 2014,UFC on Fox: Lawler vs Brown,Hernani Perpetuo,Tim Means,Tim Means,3,5.0,22,8
July 26 2014,UFC on Fox: Lawler vs Brown,Mike de la Torre,Brian Ortega,Mike de la Torre,1,1.39,22,5
July 26 2014,UFC on Fox: Lawler vs Brown,Akbarh Arreola,Tiago Trator,Tiago Trator,3,5.0,22,8
July 26 2014,UFC on Fox: Lawler vs Brown,Gilbert Burns,Andreas Stahl,Gilbert Burns,3,5.0,22,8
July 26 2014,UFC on Fox: Lawler vs Brown,Juliana Lima,Joanna Jedrzejczyk,Joanna Jedrzejczyk,3,5.0,22,8
July 26 2014,UFC on Fox: Lawler vs Brown,Noad Lahat,Steven Siler,Noad Lahat,3,5.0,22,8
August 16 2014,UFC Fight Night: Bader vs Saint Preux,Ovince Saint Preux,Ryan Bader,Ryan Bader,5,5.0,22,8
August 16 2014,UFC Fight Night: Bader vs Saint Preux,Ross Pearson,Gray Maynard,Ross Pearson,2,1.35,30,2
August 16 2014,UFC Fight Night: Bader vs Saint Preux,Brad Tavares,Tim Boetsch,Tim Boetsch,2,3.18,30,2
August 16 2014,UFC Fight Night: Bader vs Saint Preux,Alan Jouban,Seth Baczynski,Alan Jouban,1,4.23,30,2
August 16 2014,UFC Fight Night: Bader vs Saint Preux,Jack May,Shawn Jordan,Shawn Jordan,3,2.03,31,2
August 16 2014,UFC Fight Night: Bader vs Saint Preux,Thiago Tavares,Robert Peralta,Thiago Tavares,1,4.27,32,7
August 16 2014,UFC Fight Night: Bader vs Saint Preux,Zach Makovsky,Jussier Formiga,Jussier Formiga,3,5.0,22,8
August 16 2014,UFC Fight Night: Bader vs Saint Preux,Sara McMann,Lauren Murphy,Sara McMann,3,5.0,22,6
August 16 2014,UFC Fight Night: Bader vs Saint Preux,Sam Alvey,Tom Watson,Tom Watson,3,5.0,22,8
August 16 2014,UFC Fight Night: Bader vs Saint Preux,Frankie Saenz,Nolan Ticman,Frankie Saenz,3,5.0,22,8
August 23 2014,UFC Fight Night: Bisping vs Le,Cung Le,Michael Bisping,Michael Bisping,4,0.57,19,2
August 23 2014,UFC Fight Night: Bisping vs Le,Tyron Woodley,Dong Hyun Kim,Tyron Woodley,1,1.01,30,2
August 23 2014,UFC Fight Night: Bisping vs Le,Brendan O'Reilly,Zhang Lipeng,Zhang Lipeng,3,5.0,22,8
August 23 2014,UFC Fight Night: Bisping vs Le,Ning Guangyou,Jianping Yang,Ning Guangyou,3,5.0,22,8
August 23 2014,UFC Fight Night: Bisping vs Le,Danny Mitchell,Sai Wang,Sai Wang,3,5.0,22,8
August 23 2014,UFC Fight Night: Bisping vs Le,Alberto Mina,Shinsho Anzai,Alberto Mina,1,4.17,30,2
August 23 2014,UFC Fight Night: Bisping vs Le,Roland Delorme,Ulka Sasaki,Ulka Sasaki,1,1.06,32,7
August 23 2014,UFC Fight Night: Bisping vs Le,Colby Covington,An Ying Wang,Colby Covington,1,4.5,31,2
August 23 2014,UFC Fight Night: Bisping vs Le,Yao Zhikui,Royston Wee,Royston Wee,3,5.0,22,6
August 23 2014,UFC Fight Night: Bisping vs Le,Milana Dudieva,Elizabeth Phillips,Milana Dudieva,3,5.0,22,6
