event_date,event_name,fighter1,fighter2,winner,round_,time,win_method_finish,win_method_type
July 07 2012,UFC 148: Silva vs Sonnen 2,Ivan Menjivar,Mike Easton,Mike Easton,3,5.0,22,8
July 07 2012,UFC 148: Silva vs Sonnen 2,Fabricio Camoes,Melvin Guillard,Melvin Guillard,3,5.0,22,8
July 07 2012,UFC 148: Silva vs Sonnen 2,Gleison Tibau,Khabib Nurmagomedov,Khabib Nurmagomedov,3,5.0,22,8
July 07 2012,UFC 148: Silva vs Sonnen 2,Riki Fukuda,Costas Philippou,Costas Philippou,3,5.0,22,8
July 07 2012,UFC 148: Silva vs Sonnen 2,John Alessio,Shane Roller,Shane Roller,3,5.0,22,8
July 07 2012,UFC 148: Silva vs Sonnen 2,Yoislandy Izquierdo,Rafaello Oliveira,Rafaello Oliveira,3,5.0,22,8
October 05 2012,UFC on FX: Browne vs Bigfoot,Travis Browne,Antonio Silva,Antonio Silva,1,3.27,30,2
October 05 2012,UFC on FX: Browne vs Bigfoot,Jay Hieron,Jake Ellenberger,Jake Ellenberger,3,5.0,22,8
October 05 2012,UFC on FX: Browne vs Bigfoot,Jussier Formiga,John Dodson,John Dodson,2,4.35,30,2
October 05 2012,UFC on FX: Browne vs Bigfoot,Josh Neer,Justin Edwards,Justin Edwards,1,0.45,10,7
October 05 2012,UFC on FX: Browne vs Bigfoot,Danny Castillo,Michael Johnson,Michael Johnson,2,1.06,30,2
October 05 2012,UFC on FX: Browne vs Bigfoot,Aaron Simpson,Mike Pierce,Mike Pierce,2,0.29,30,2
October 05 2012,UFC on FX: Browne vs Bigfoot,Carlo Prater,Marcus LeVesseur,Marcus LeVesseur,3,5.0,22,6
October 05 2012,UFC on FX: Browne vs Bigfoot,Shane Roller,Jacob Volkmann,Jacob Volkmann,1,2.38,32,7
October 05 2012,UFC on FX: Browne vs Bigfoot,Bart Palaszewski,Diego Nunes,Diego Nunes,3,5.0,22,8
October 05 2012,UFC on FX: Browne vs Bigfoot,Phil Harris,Darren Uyenoyama,Darren Uyenoyama,2,3.38,32,7
October 13 2012,UFC 153: Silva vs Bonnar,Stephan Bonnar,Anderson Silva,Anderson Silva,1,4.4,19,2
October 13 2012,UFC 153: Silva vs Bonnar,Dave Herman,Minotauro Nogueira,Minotauro Nogueira,2,4.31,3,7
October 13 2012,UFC 153: Silva vs Bonnar,Fabio Maldonado,Glover Teixeira,Glover Teixeira,2,5.0,22,2
October 13 2012,UFC 153: Silva vs Bonnar,Erick Silva,Jon Fitch,Jon Fitch,3,5.0,22,8
October 13 2012,UFC 153: Silva vs Bonnar,Wagner Prado,Phil Davis,Phil Davis,2,4.29,0,7
October 13 2012,UFC 153: Silva vs Bonnar,Rick Story,Demian Maia,Demian Maia,1,2.3,32,7
October 13 2012,UFC 153: Silva vs Bonnar,Sam Sicilia,Rony Jason,Rony Jason,2,4.16,30,2
October 13 2012,UFC 153: Silva vs Bonnar,Francisco Trinaldo,Gleison Tibau,Gleison Tibau,3,5.0,22,8
October 13 2012,UFC 153: Silva vs Bonnar,Joey Gambino,Diego Brandao,Diego Brandao,3,5.0,22,8
October 13 2012,UFC 153: Silva vs Bonnar,Renee Forte,Sergio Moraes,Sergio Moraes,3,3.1,32,7
October 13 2012,UFC 153: Silva vs Bonnar,Luiz Cane,Chris Camozzi,Chris Camozzi,3,5.0,22,8
October 13 2012,UFC 153: Silva vs Bonnar,Reza Madadi,Cristiano Marcello,Cristiano Marcello,3,5.0,22,6
November 10 2012,UFC Macao: Franklin vs Le,Rich Franklin,Cung Le,Cung Le,1,2.17,30,2
November 10 2012,UFC Macao: Franklin vs Le,Stanislav Nedkov,Thiago Silva,Thiago Silva,3,1.45,22,5
November 10 2012,UFC Macao: Franklin vs Le,Paulo Thiago,Dong Hyun Kim,Dong Hyun Kim,3,5.0,22,8
November 10 2012,UFC Macao: Franklin vs Le,Mac Danzig,Takanori Gomi,Takanori Gomi,3,5.0,22,6
November 10 2012,UFC Macao: Franklin vs Le,Tiequan Zhang,Jon Tuck,Jon Tuck,3,5.0,22,8
November 10 2012,UFC Macao: Franklin vs Le,Jeff Hougland,Takeya Mizugaki,Takeya Mizugaki,3,5.0,22,8
November 10 2012,UFC Macao: Franklin vs Le,Motonobu Tezuka,Alex Caceres,Alex Caceres,3,5.0,22,6
November 10 2012,UFC Macao: Franklin vs Le,Yasuhiro Urushitani,John Lineker,John Lineker,3,5.0,22,8
November 10 2012,UFC Macao: Franklin vs Le,Tom DeBlass,Riki Fukuda,Riki Fukuda,3,5.0,22,8
November 17 2012,UFC 154: St-Pierre vs Condit,Carlos Condit,Georges St-Pierre,Georges St-Pierre,5,5.0,22,8
November 17 2012,UFC 154: St-Pierre vs Condit,Martin Kampmann,Johny Hendricks,Johny Hendricks,1,0.46,30,2
November 17 2012,UFC 154: St-Pierre vs Condit,Tom Lawlor,Francis Carmont,Francis Carmont,3,5.0,22,6
November 17 2012,UFC 154: St-Pierre vs Condit,Mark Bocek,Rafael Dos Anjos,Rafael Dos Anjos,3,5.0,22,8
November 17 2012,UFC 154: St-Pierre vs Condit,Mark Hominick,Pablo Garza,Pablo Garza,3,5.0,22,8
November 17 2012,UFC 154: St-Pierre vs Condit,Alessio Sakara,Patrick Cote,Patrick Cote,1,1.26,22,1
November 17 2012,UFC 154: St-Pierre vs Condit,Chad Griggs,Cyrille Diabate,Cyrille Diabate,1,2.24,32,7
November 17 2012,UFC 154: St-Pierre vs Condit,Sam Stout,John Makdessi,John Makdessi,3,5.0,22,8
November 17 2012,UFC 154: St-Pierre vs Condit,Rodrigo Damm,Antonio Carvalho,Antonio Carvalho,3,5.0,22,6
November 17 2012,UFC 154: St-Pierre vs Condit,John Maguire,Matthew Riddle,Matthew Riddle,3,5.0,22,8
November 17 2012,UFC 154: St-Pierre vs Condit,Azamat Gashimov,Ivan Menjivar,Ivan Menjivar,1,2.44,3,7
November 17 2012,UFC 154: St-Pierre vs Condit,Steven Siler,Darren Elkins,Darren Elkins,3,5.0,22,8
December 08 2012,UFC on Fox: Henderson vs Diaz,Nate Diaz,Benson Henderson,Benson Henderson,5,5.0,22,8
December 08 2012,UFC on Fox: Henderson vs Diaz,Mauricio Rua,Alexander Gustafsson,Alexander Gustafsson,3,5.0,22,8
December 08 2012,UFC on Fox: Henderson vs Diaz,BJ Penn,Rory MacDonald,Rory MacDonald,3,5.0,22,8
December 08 2012,UFC on Fox: Henderson vs Diaz,Mike Swick,Matt Brown,Matt Brown,2,2.31,31,2
December 08 2012,UFC on Fox: Henderson vs Diaz,Jeremy Stephens,Yves Edwards,Yves Edwards,1,1.55,30,2
December 08 2012,UFC on Fox: Henderson vs Diaz,Mike Easton,Raphael Assuncao,Raphael Assuncao,3,5.0,22,8
December 08 2012,UFC on Fox: Henderson vs Diaz,Joe Proctor,Ramsey Nijem,Ramsey Nijem,3,5.0,22,8
December 08 2012,UFC on Fox: Henderson vs Diaz,Henry Martinez,Daron Cruickshank,Daron Cruickshank,2,2.57,16,2
December 08 2012,UFC on Fox: Henderson vs Diaz,Marcus LeVesseur,Abel Trujillo,Abel Trujillo,2,3.56,21,2
December 08 2012,UFC on Fox: Henderson vs Diaz,Nam Phan,Dennis Siver,Dennis Siver,3,5.0,22,8
December 08 2012,UFC on Fox: Henderson vs Diaz,John Albert,Scott Jorgensen,Scott Jorgensen,1,4.59,32,7
December 14 2012,UFC on FX: Sotiropoulos vs Pearson,George Sotiropoulos,Ross Pearson,Ross Pearson,3,0.41,30,2
December 14 2012,UFC on FX: Sotiropoulos vs Pearson,Bradley Scott,Robert Whittaker,Robert Whittaker,3,5.0,22,8
December 14 2012,UFC on FX: Sotiropoulos vs Pearson,Colin Fletcher,Norman Parke,Norman Parke,3,5.0,22,8
December 14 2012,UFC on FX: Sotiropoulos vs Pearson,Rousimar Palhares,Hector Lombard,Hector Lombard,1,3.38,31,2
December 14 2012,UFC on FX: Sotiropoulos vs Pearson,Yaotzin Meza,Chad Mendes,Chad Mendes,1,1.55,30,2
December 14 2012,UFC on FX: Sotiropoulos vs Pearson,Joey Beltran,Igor Pokrajac,Igor Pokrajac,3,5.0,22,5
December 14 2012,UFC on FX: Sotiropoulos vs Pearson,Seth Baczynski,Mike Pierce,Mike Pierce,3,5.0,22,8
December 14 2012,UFC on FX: Sotiropoulos vs Pearson,Manuel Rodriguez,Benny Alloway,Benny Alloway,1,4.57,16,2
December 14 2012,UFC on FX: Sotiropoulos vs Pearson,Brendan Loughnane,Mike Wilkinson,Mike Wilkinson,3,5.0,22,8
December 14 2012,UFC on FX: Sotiropoulos vs Pearson,Nick Penner,Cody Donovan,Cody Donovan,1,4.35,30,2
December 15 2012,The Ultimate Fighter 16 Finale,Matt Mitrione,Roy Nelson,Roy Nelson,1,2.58,30,2
December 15 2012,The Ultimate Fighter 16 Finale,Mike Ricci,Colton Smith,Colton Smith,3,5.0,22,8
December 15 2012,The Ultimate Fighter 16 Finale,Shane del Rosario,Pat Barry,Pat Barry,2,0.26,30,2
December 15 2012,The Ultimate Fighter 16 Finale,Jonathan Brookins,Dustin Poirier,Dustin Poirier,1,4.15,4,7
December 15 2012,The Ultimate Fighter 16 Finale,James Head,Mike Pyle,Mike Pyle,1,1.55,19,2
December 15 2012,The Ultimate Fighter 16 Finale,Marcos Vinicius,Johnny Bedford,Johnny Bedford,2,1.0,30,2
December 15 2012,The Ultimate Fighter 16 Finale,Vinc Pichel,Rustam Khabilov,Rustam Khabilov,1,2.15,33,2
December 15 2012,The Ultimate Fighter 16 Finale,Nick Catone,TJ Waldburger,TJ Waldburger,2,1.04,37,7
December 15 2012,The Ultimate Fighter 16 Finale,Reuben Duran,Hugo Viana,Hugo Viana,1,4.05,30,2
December 15 2012,The Ultimate Fighter 16 Finale,John Cofer,Mike Rio,Mike Rio,3,4.11,3,7
December 15 2012,The Ultimate Fighter 16 Finale,Jared Papazian,Tim Elliott,Tim Elliott,3,5.0,22,8
December 29 2012,UFC 155: Dos Santos vs Velasquez II,Junior Dos Santos,Cain Velasquez,Cain Velasquez,5,5.0,22,8
December 29 2012,UFC 155: Dos Santos vs Velasquez II,Joe Lauzon,Jim Miller,Jim Miller,3,5.0,22,8
December 29 2012,UFC 155: Dos Santos vs Velasquez II,Tim Boetsch,Costas Philippou,Costas Philippou,3,2.11,31,2
December 29 2012,UFC 155: Dos Santos vs Velasquez II,Alan Belcher,Yushin Okami,Yushin Okami,3,5.0,22,8
December 29 2012,UFC 155: Dos Santos vs Velasquez II,Chris Leben,Derek Brunson,Derek Brunson,3,5.0,22,8
December 29 2012,UFC 155: Dos Santos vs Velasquez II,Brad Pickett,Eddie Wineland,Eddie Wineland,3,5.0,22,6
December 29 2012,UFC 155: Dos Santos vs Velasquez II,Byron Bloodworth,Erik Perez,Erik Perez,1,3.5,31,2
December 29 2012,UFC 155: Dos Santos vs Velasquez II,Melvin Guillard,Jamie Varner,Jamie Varner,3,5.0,22,6
December 29 2012,UFC 155: Dos Santos vs Velasquez II,Michael Johnson,Myles Jury,Myles Jury,3,5.0,22,8
December 29 2012,UFC 155: Dos Santos vs Velasquez II,Philip De Fries,Todd Duffee,Todd Duffee,1,2.04,31,2
December 29 2012,UFC 155: Dos Santos vs Velasquez II,Leonard Garcia,Max Holloway,Max Holloway,3,5.0,22,6
December 29 2012,UFC 155: Dos Santos vs Velasquez II,Chris Cariaso,John Moraga,John Moraga,3,1.11,10,7
January 19 2013,UFC on FX: Belfort vs Bisping,Michael Bisping,Vitor Belfort,Vitor Belfort,2,1.27,16,2
January 19 2013,UFC on FX: Belfort vs Bisping,Daniel Sarafian,CB Dollaway,CB Dollaway,3,5.0,22,6
January 19 2013,UFC on FX: Belfort vs Bisping,Ben Rothwell,Gabriel Gonzaga,Gabriel Gonzaga,2,1.01,10,7
January 19 2013,UFC on FX: Belfort vs Bisping,Thiago Tavares,Khabib Nurmagomedov,Khabib Nurmagomedov,1,1.55,6,2
January 19 2013,UFC on FX: Belfort vs Bisping,Milton Vieira,Godofredo Pepey,Godofredo Pepey,3,5.0,22,6
January 19 2013,UFC on FX: Belfort vs Bisping,Andrew Craig,Ronny Markes,Ronny Markes,3,5.0,22,8
January 19 2013,UFC on FX: Belfort vs Bisping,Diego Nunes,Nik Lentz,Nik Lentz,3,5.0,22,8
January 19 2013,UFC on FX: Belfort vs Bisping,Lucas Martins,Edson Barboza,Edson Barboza,1,2.38,31,2
January 19 2013,UFC on FX: Belfort vs Bisping,Pedro Nobre,Iuri Alcantara,Iuri Alcantara,1,2.11,22,0
January 19 2013,UFC on FX: Belfort vs Bisping,Wagner Prado,Ildemar Alcantara,Ildemar Alcantara,2,2.39,20,7
January 19 2013,UFC on FX: Belfort vs Bisping,CJ Keith,Francisco Trinaldo,Francisco Trinaldo,2,1.5,2,7
January 26 2013,UFC on Fox: Johnson vs Dodson,John Dodson,Demetrious Johnson,Demetrious Johnson,5,5.0,22,8
January 26 2013,UFC on Fox: Johnson vs Dodson,Rampage Jackson,Glover Teixeira,Glover Teixeira,3,5.0,22,8
January 26 2013,UFC on Fox: Johnson vs Dodson,Donald Cerrone,Anthony Pettis,Anthony Pettis,1,2.35,16,2
January 26 2013,UFC on Fox: Johnson vs Dodson,Erik Koch,Ricardo Lamas,Ricardo Lamas,2,2.32,6,2
January 26 2013,UFC on Fox: Johnson vs Dodson,Matt Wiman,TJ Grant,TJ Grant,1,4.51,6,2
January 26 2013,UFC on Fox: Johnson vs Dodson,Hatsu Hioki,Clay Guida,Clay Guida,3,5.0,22,6
January 26 2013,UFC on Fox: Johnson vs Dodson,Mike Stumpf,Pascal Krauss,Pascal Krauss,3,5.0,22,8
January 26 2013,UFC on Fox: Johnson vs Dodson,Vladimir Matyushenko,Ryan Bader,Ryan Bader,1,0.5,10,7
January 26 2013,UFC on Fox: Johnson vs Dodson,Mike Russow,Shawn Jordan,Shawn Jordan,2,3.48,22,2
January 26 2013,UFC on Fox: Johnson vs Dodson,Sean Spencer,Rafael Natal,Rafael Natal,3,2.13,2,7
January 26 2013,UFC on Fox: Johnson vs Dodson,Simeon Thoresen,David Mitchell,David Mitchell,3,5.0,22,8
February 02 2013,UFC 156: Aldo vs Edgar,Frankie Edgar,Jose Aldo,Jose Aldo,5,5.0,22,8
February 02 2013,UFC 156: Aldo vs Edgar,Rashad Evans,Rogerio Nogueira,Rogerio Nogueira,3,5.0,22,8
February 02 2013,UFC 156: Aldo vs Edgar,Alistair Overeem,Antonio Silva,Antonio Silva,3,0.25,31,2
February 02 2013,UFC 156: Aldo vs Edgar,Jon Fitch,Demian Maia,Demian Maia,3,5.0,22,8
February 02 2013,UFC 156: Aldo vs Edgar,Ian McCall,Joseph Benavidez,Joseph Benavidez,3,5.0,22,8
February 02 2013,UFC 156: Aldo vs Edgar,Gleison Tibau,Evan Dunham,Evan Dunham,3,5.0,22,6
February 02 2013,UFC 156: Aldo vs Edgar,Jay Hieron,Tyron Woodley,Tyron Woodley,1,0.36,30,2
February 02 2013,UFC 156: Aldo vs Edgar,Jacob Volkmann,Bobby Green,Bobby Green,3,4.25,32,7
February 02 2013,UFC 156: Aldo vs Edgar,Yves Edwards,Isaac Vallie-Flagg,Isaac Vallie-Flagg,3,5.0,22,6
February 02 2013,UFC 156: Aldo vs Edgar,Chico Camus,Dustin Kimura,Dustin Kimura,3,1.5,32,7
February 02 2013,UFC 156: Aldo vs Edgar,Edwin Figueroa,Francisco Rivera,Francisco Rivera,2,4.2,31,2
February 16 2013,UFC on FUEL TV: Barao vs McDonald,Michael McDonald,Renan Barao,Renan Barao,4,3.57,2,7
February 16 2013,UFC on FUEL TV: Barao vs McDonald,Michael McDonald,Renan Barao,Renan Barao,4,3.57,2,7
February 16 2013,UFC on FUEL TV: Barao vs McDonald,Dustin Poirier,Cub Swanson,Cub Swanson,3,5.0,22,8
February 16 2013,UFC on FUEL TV: Barao vs McDonald,Cyrille Diabate,Jimi Manuwa,Jimi Manuwa,1,5.0,22,2
February 16 2013,UFC on FUEL TV: Barao vs McDonald,Jorge Santiago,Gunnar Nelson,Gunnar Nelson,3,5.0,22,8
February 16 2013,UFC on FUEL TV: Barao vs McDonald,Ryan Jimmo,James Te Huna,James Te Huna,3,5.0,22,8
February 16 2013,UFC on FUEL TV: Barao vs McDonald,Matthew Riddle,Che Mills,Che Mills,3,5.0,22,5
February 16 2013,UFC on FUEL TV: Barao vs McDonald,Terry Etim,Renee Forte,Renee Forte,3,5.0,22,8
February 16 2013,UFC on FUEL TV: Barao vs McDonald,Paul Sass,Danny Castillo,Danny Castillo,3,5.0,22,8
February 16 2013,UFC on FUEL TV: Barao vs McDonald,Josh Grispi,Andy Ogle,Andy Ogle,3,5.0,22,8
February 16 2013,UFC on FUEL TV: Barao vs McDonald,Stanislav Nedkov,Tom Watson,Tom Watson,2,4.42,19,2
February 16 2013,UFC on FUEL TV: Barao vs McDonald,Motonobu Tezuka,Vaughan Lee,Vaughan Lee,3,5.0,22,8
February 16 2013,UFC on FUEL TV: Barao vs McDonald,Ulysses Gomez,Phil Harris,Phil Harris,3,5.0,22,8
February 23 2013,UFC 157: Rousey vs Carmouche,Liz Carmouche,Ronda Rousey,Ronda Rousey,1,4.49,3,7
February 23 2013,UFC 157: Rousey vs Carmouche,Dan Henderson,Lyoto Machida,Lyoto Machida,3,5.0,22,6
February 23 2013,UFC 157: Rousey vs Carmouche,Ivan Menjivar,Urijah Faber,Urijah Faber,1,4.34,32,7
February 23 2013,UFC 157: Rousey vs Carmouche,Josh Neer,Court McGee,Court McGee,3,5.0,22,8
February 23 2013,UFC 157: Rousey vs Carmouche,Josh Koscheck,Robbie Lawler,Robbie Lawler,1,3.57,31,2
February 23 2013,UFC 157: Rousey vs Carmouche,Lavar Johnson,Brendan Schaub,Brendan Schaub,3,5.0,22,8
February 23 2013,UFC 157: Rousey vs Carmouche,Anton Kuivanen,Michael Chiesa,Michael Chiesa,2,2.29,32,7
February 23 2013,UFC 157: Rousey vs Carmouche,Matt Grice,Dennis Bermudez,Dennis Bermudez,3,5.0,22,6
February 23 2013,UFC 157: Rousey vs Carmouche,Caros Fodor,Sam Stout,Sam Stout,3,5.0,22,6
February 23 2013,UFC 157: Rousey vs Carmouche,Brock Jardine,Kenny Robertson,Kenny Robertson,1,2.57,20,7
February 23 2013,UFC 157: Rousey vs Carmouche,Jon Manley,Neil Magny,Neil Magny,3,5.0,22,8
February 23 2013,UFC 157: Rousey vs Carmouche,Yuri Villefort,Nah-Shon Burrell,Nah-Shon Burrell,3,5.0,22,8
March 02 2013,UFC on FUEL TV: Japan,Brian Stann,Wanderlei Silva,Wanderlei Silva,2,4.08,30,2
March 02 2013,UFC on FUEL TV: Japan,Stefan Struve,Mark Hunt,Mark Hunt,3,1.44,30,2
March 02 2013,UFC on FUEL TV: Japan,Takanori Gomi,Diego Sanchez,Diego Sanchez,3,5.0,22,6
March 02 2013,UFC on FUEL TV: Japan,Hector Lombard,Yushin Okami,Yushin Okami,3,5.0,22,6
March 02 2013,UFC on FUEL TV: Japan,Mizuto Hirota,Rani Yahya,Rani Yahya,3,5.0,22,8
March 02 2013,UFC on FUEL TV: Japan,Siyar Bahadurzada,Dong Hyun Kim,Dong Hyun Kim,3,5.0,22,8
March 02 2013,UFC on FUEL TV: Japan,Riki Fukuda,Brad Tavares,Brad Tavares,3,5.0,22,8
March 02 2013,UFC on FUEL TV: Japan,Bryan Caraway,Takeya Mizugaki,Takeya Mizugaki,3,5.0,22,6
March 02 2013,UFC on FUEL TV: Japan,Cristiano Marcello,Kazuki Tokudome,Kazuki Tokudome,3,5.0,22,8
March 02 2013,UFC on FUEL TV: Japan,Kyung Ho Kang,Alex Caceres,Alex Caceres,3,5.0,22,5
March 02 2013,UFC on FUEL TV: Japan,Marcelo Guimaraes,Hyun Gyu Lim,Hyun Gyu Lim,2,4.0,19,2
March 16 2013,UFC 158: St-Pierre vs Diaz,Nick Diaz,Georges St-Pierre,Georges St-Pierre,5,5.0,22,8
March 16 2013,UFC 158: St-Pierre vs Diaz,Carlos Condit,Johny Hendricks,Johny Hendricks,3,5.0,22,8
March 16 2013,UFC 158: St-Pierre vs Diaz,Nate Marquardt,Jake Ellenberger,Jake Ellenberger,1,3.0,30,2
March 16 2013,UFC 158: St-Pierre vs Diaz,Nick Ring,Chris Camozzi,Chris Camozzi,3,5.0,22,6
March 16 2013,UFC 158: St-Pierre vs Diaz,Colin Fletcher,Mike Ricci,Mike Ricci,3,5.0,22,8
March 16 2013,UFC 158: St-Pierre vs Diaz,Bobby Voelker,Patrick Cote,Patrick Cote,3,5.0,22,8
March 16 2013,UFC 158: St-Pierre vs Diaz,Antonio Carvalho,Darren Elkins,Darren Elkins,1,3.06,30,2
March 16 2013,UFC 158: St-Pierre vs Diaz,Dan Miller,Jordan Mein,Jordan Mein,1,4.42,31,2
March 16 2013,UFC 158: St-Pierre vs Diaz,Daron Cruickshank,John Makdessi,John Makdessi,3,5.0,22,8
March 16 2013,UFC 158: St-Pierre vs Diaz,Quinn Mulhern,Rick Story,Rick Story,1,3.05,30,2
March 16 2013,UFC 158: St-Pierre vs Diaz,Issei Tamura,TJ Dillashaw,TJ Dillashaw,2,0.26,16,2
March 16 2013,UFC 158: St-Pierre vs Diaz,Reuben Duran,George Roop,George Roop,3,5.0,22,8
April 06 2013,UFC on FUEL TV 9: Mousasi vs Latifi,Ilir Latifi,Gegard Mousasi,Gegard Mousasi,3,5.0,22,8
April 06 2013,UFC on FUEL TV 9: Mousasi vs Latifi,Ryan Couture,Ross Pearson,Ross Pearson,2,3.45,31,2
April 06 2013,UFC on FUEL TV 9: Mousasi vs Latifi,Philip De Fries,Matt Mitrione,Matt Mitrione,1,0.19,31,2
April 06 2013,UFC on FUEL TV 9: Mousasi vs Latifi,Mike Easton,Brad Pickett,Brad Pickett,3,5.0,22,6
April 06 2013,UFC on FUEL TV 9: Mousasi vs Latifi,Pablo Garza,Diego Brandao,Diego Brandao,1,3.27,2,7
April 06 2013,UFC on FUEL TV 9: Mousasi vs Latifi,Robert Peralta,Akira Corassani,Akira Corassani,3,5.0,22,8
April 06 2013,UFC on FUEL TV 9: Mousasi vs Latifi,Michael Johnson,Reza Madadi,Reza Madadi,3,1.33,4,7
April 06 2013,UFC on FUEL TV 9: Mousasi vs Latifi,Adam Cella,Tor Troeng,Tor Troeng,1,3.11,32,7
April 06 2013,UFC on FUEL TV 9: Mousasi vs Latifi,Chris Spang,Adlan Amagov,Adlan Amagov,3,5.0,22,8
April 06 2013,UFC on FUEL TV 9: Mousasi vs Latifi,Marcus Brimage,Conor McGregor,Conor McGregor,1,1.07,31,2
April 06 2013,UFC on FUEL TV 9: Mousasi vs Latifi,Benny Alloway,Ryan LaFlare,Ryan LaFlare,3,5.0,22,8
April 06 2013,UFC on FUEL TV 9: Mousasi vs Latifi,Michael Kuiper,Tom Lawlor,Tom Lawlor,2,1.05,10,7
April 06 2013,UFC on FUEL TV 9: Mousasi vs Latifi,Besam Yousef,Papy Abedi,Papy Abedi,3,5.0,22,6
April 13 2013,The Ultimate Fighter 17 Finale,Scott Jorgensen,Urijah Faber,Urijah Faber,4,3.16,32,7
April 13 2013,The Ultimate Fighter 17 Finale,Uriah Hall,Kelvin Gastelum,Kelvin Gastelum,3,5.0,22,6
April 13 2013,The Ultimate Fighter 17 Finale,Miesha Tate,Cat Zingano,Cat Zingano,3,2.55,21,2
April 13 2013,The Ultimate Fighter 17 Finale,Gabriel Gonzaga,Travis Browne,Travis Browne,1,1.11,6,2
April 13 2013,The Ultimate Fighter 17 Finale,Gilbert Smith,Bubba McDaniel,Bubba McDaniel,3,2.49,37,7
April 13 2013,The Ultimate Fighter 17 Finale,Kevin Casey,Josh Samman,Josh Samman,2,2.17,19,2
April 13 2013,The Ultimate Fighter 17 Finale,Collin Hart,Luke Barnatt,Luke Barnatt,3,5.0,22,8
April 13 2013,The Ultimate Fighter 17 Finale,Jimmy Quinlan,Dylan Andrews,Dylan Andrews,1,3.22,30,2
April 13 2013,The Ultimate Fighter 17 Finale,Bristol Marunde,Clint Hester,Clint Hester,3,3.53,5,2
April 13 2013,The Ultimate Fighter 17 Finale,Bart Palaszewski,Cole Miller,Cole Miller,1,4.23,32,7
April 13 2013,The Ultimate Fighter 17 Finale,Sam Sicilia,Maximo Blanco,Maximo Blanco,3,5.0,22,8
April 13 2013,The Ultimate Fighter 17 Finale,Justin Lawrence,Daniel Pineda,Daniel Pineda,1,1.35,18,7
April 20 2013,UFC on FOX: Henderson vs Melendez,Gilbert Melendez,Benson Henderson,Benson Henderson,5,5.0,22,6
April 20 2013,UFC on FOX: Henderson vs Melendez,Frank Mir,Daniel Cormier,Daniel Cormier,3,5.0,22,8
April 20 2013,UFC on FOX: Henderson vs Melendez,Nate Diaz,Josh Thomson,Josh Thomson,2,3.44,16,2
April 20 2013,UFC on FOX: Henderson vs Melendez,Jordan Mein,Matt Brown,Matt Brown,2,1.0,6,2
April 20 2013,UFC on FOX: Henderson vs Melendez,Darren Elkins,Chad Mendes,Chad Mendes,1,1.08,30,2
April 20 2013,UFC on FOX: Henderson vs Melendez,Lorenz Larkin,Francis Carmont,Francis Carmont,3,5.0,22,8
April 20 2013,UFC on FOX: Henderson vs Melendez,Ramsey Nijem,Myles Jury,Myles Jury,2,1.02,30,2
April 20 2013,UFC on FOX: Henderson vs Melendez,Darren Uyenoyama,Joseph Benavidez,Joseph Benavidez,2,4.5,30,2
April 20 2013,UFC on FOX: Henderson vs Melendez,Tim Means,Jorge Masvidal,Jorge Masvidal,3,5.0,22,8
April 20 2013,UFC on FOX: Henderson vs Melendez,Hugo Viana,TJ Dillashaw,TJ Dillashaw,1,4.22,31,2
April 20 2013,UFC on FOX: Henderson vs Melendez,Roger Bowling,Anthony Njokuani,Anthony Njokuani,2,2.52,30,2
April 20 2013,UFC on FOX: Henderson vs Melendez,Clifford Starks,Yoel Romero,Yoel Romero,1,1.32,7,2
April 27 2013,UFC 159: Jones vs Sonnen,Chael Sonnen,Jon Jones,Jon Jones,1,4.33,31,2
April 27 2013,UFC 159: Jones vs Sonnen,Alan Belcher,Michael Bisping,Michael Bisping,3,4.31,22,8
April 27 2013,UFC 159: Jones vs Sonnen,Cheick Kongo,Roy Nelson,Roy Nelson,1,2.03,30,2
April 27 2013,UFC 159: Jones vs Sonnen,Vinny Magalhaes,Phil Davis,Phil Davis,3,5.0,22,8
April 27 2013,UFC 159: Jones vs Sonnen,Pat Healy,Jim Miller,Jim Miller,3,4.02,22,5
April 27 2013,UFC 159: Jones vs Sonnen,Yancy Medeiros,Rustam Khabilov,Rustam Khabilov,1,2.32,22,2
April 27 2013,UFC 159: Jones vs Sonnen,Gian Villante,Ovince Saint Preux,Ovince Saint Preux,3,0.33,22,3
April 27 2013,UFC 159: Jones vs Sonnen,Sheila Gaff,Sara McMann,Sara McMann,1,4.06,31,2
April 27 2013,UFC 159: Jones vs Sonnen,Johnny Bedford,Bryan Caraway,Bryan Caraway,3,4.44,10,7
April 27 2013,UFC 159: Jones vs Sonnen,Leonard Garcia,Cody McKenzie,Cody McKenzie,3,5.0,22,8
April 27 2013,UFC 159: Jones vs Sonnen,Kurt Holobaugh,Steven Siler,Steven Siler,3,5.0,22,8
May 18 2013,UFC on FX: Belfort vs. Rockhold,Luke Rockhold,Vitor Belfort,Vitor Belfort,1,2.32,16,2
May 18 2013,UFC on FX: Belfort vs. Rockhold,Chris Camozzi,Jacare Souza,Jacare Souza,1,3.37,2,7
May 18 2013,UFC on FX: Belfort vs. Rockhold,Evan Dunham,Rafael Dos Anjos,Rafael Dos Anjos,3,5.0,22,8
May 18 2013,UFC on FX: Belfort vs. Rockhold,Joao Zeferino,Rafael Natal,Rafael Natal,3,5.0,22,8
